log_id,drone_id,delivery_id,timestamp,battery_level,gps_signal,weather_condition,status
LOG027453,D023,DEL04576,2025-10-13 17:36:52,92.56,0.979,windy,ACTIVE
LOG027454,D023,DEL04576,2025-10-13 17:39:25,91.31,0.571,windy,ACTIVE
LOG027455,D023,DEL04576,2025-10-13 17:41:59,90.06,0.924,windy,ACTIVE
LOG027456,D023,DEL04576,2025-10-13 17:44:33,88.81,0.925,windy,COMPLETED
LOG027457,D039,DEL04577,2025-10-19 08:43:07,98.24,0.944,clear,ACTIVE
LOG027458,D039,DEL04577,2025-10-19 08:47:15,95.93,0.782,clear,ACTIVE
LOG027459,D039,DEL04577,2025-10-19 08:51:23,93.61,0.594,clear,ACTIVE
LOG027460,D039,DEL04577,2025-10-19 08:55:31,91.3,0.95,clear,ACTIVE
LOG027461,D039,DEL04577,2025-10-19 08:59:40,88.99,0.642,clear,ACTIVE
LOG027462,D039,DEL04577,2025-10-19 09:03:48,86.68,0.846,clear,COMPLETED
LOG027463,D082,DEL04578,2026-02-11 09:27:38,98.1,0.966,cloudy,ACTIVE
LOG027464,D082,DEL04578,2026-02-11 09:30:13,95.44,0.568,cloudy,ACTIVE
LOG027465,D082,DEL04578,2026-02-11 09:32:48,92.78,0.842,cloudy,ACTIVE
LOG027466,D082,DEL04578,2026-02-11 09:35:23,90.12,0.853,cloudy,ACTIVE
LOG027467,D082,DEL04578,2026-02-11 09:37:58,87.47,0.97,cloudy,ACTIVE
LOG027468,D082,DEL04578,2026-02-11 09:40:33,84.81,0.651,cloudy,FAILED
LOG027469,D024,DEL04579,2025-11-07 14:13:13,76.89,1.0,clear,ACTIVE
LOG027470,D024,DEL04579,2025-11-07 14:14:12,76.1,0.569,clear,ACTIVE
LOG027471,D024,DEL04579,2025-11-07 14:15:12,75.31,0.817,clear,ACTIVE
LOG027472,D024,DEL04579,2025-11-07 14:16:11,74.52,0.935,clear,ACTIVE
LOG027473,D024,DEL04579,2025-11-07 14:17:11,17.13,0.895,clear,ACTIVE
LOG027474,D024,DEL04579,2025-11-07 14:18:11,12.54,0.709,windy,FAILED
LOG027475,D030,DEL04580,2025-11-11 09:39:38,83.61,0.624,windy,ACTIVE
LOG027476,D030,DEL04580,2025-11-11 09:42:53,82.66,,clear,ACTIVE
LOG027477,D030,DEL04580,2025-11-11 09:46:08,81.71,0.698,cloudy,ACTIVE
LOG027478,D030,DEL04580,2025-11-11 09:49:24,80.77,0.769,windy,ACTIVE
LOG027479,D030,DEL04580,2025-11-11 09:52:39,79.82,0.838,windy,ACTIVE
LOG027480,D030,DEL04580,2025-11-11 09:55:54,78.87,0.65,windy,COMPLETED
LOG027481,D040,DEL04581,2025-12-02 03:22:55,85.84,0.73,clear,ACTIVE
LOG027482,D040,DEL04581,2025-12-02 03:31:02,82.19,0.583,clear,ACTIVE
LOG027483,D040,DEL04581,2025-12-02 03:39:09,78.54,0.958,clear,ACTIVE
LOG027484,D040,DEL04581,2025-12-02 03:47:16,74.89,0.857,storm,ACTIVE
LOG027485,D040,DEL04581,2025-12-02 03:55:24,71.24,0.847,clear,ACTIVE
LOG027486,D040,DEL04581,2025-12-02 04:03:31,67.59,0.719,clear,COMPLETED
LOG027487,D014,DEL04582,2026-02-10 23:08:56,96.53,0.874,heavy_rain,ACTIVE
LOG027488,D014,DEL04582,2026-02-10 23:15:53,93.38,0.691,clear,ACTIVE
LOG027489,D014,DEL04582,2026-02-10 23:22:50,90.24,0.886,windy,ACTIVE
LOG027490,D014,DEL04582,2026-02-10 23:29:47,,0.856,heavy_rain,ACTIVE
LOG027491,D014,DEL04582,2026-02-10 23:36:44,83.95,0.649,heavy_rain,ACTIVE
LOG027492,D014,DEL04582,2026-02-10 23:43:41,80.81,0.573,heavy_rain,COMPLETED
LOG027493,D079,DEL04583,2025-11-10 20:01:53,91.17,0.774,windy,ACTIVE
LOG027494,D079,DEL04583,2025-11-10 20:04:45,90.25,0.905,windy,ACTIVE
LOG027495,D079,DEL04583,2025-11-10 20:07:38,89.34,0.857,windy,ACTIVE
LOG027496,D079,DEL04583,2025-11-10 20:10:30,88.42,0.671,windy,ACTIVE
LOG027497,D079,DEL04583,2025-11-10 20:13:23,87.5,0.964,windy,ACTIVE
LOG027498,D079,DEL04583,2025-11-10 20:16:15,86.59,0.877,windy,COMPLETED
LOG027499,D020,DEL04584,2025-12-02 20:51:22,84.44,0.56,cloudy,ACTIVE
LOG027500,D020,DEL04584,2025-12-02 20:54:05,83.65,0.876,cloudy,ACTIVE
LOG027501,D020,DEL04584,2025-12-02 20:56:48,82.87,0.828,cloudy,ACTIVE
LOG027502,D020,DEL04584,2025-12-02 20:59:32,82.08,0.689,cloudy,ACTIVE
LOG027503,D020,DEL04584,2025-12-02 21:02:15,81.3,0.853,cloudy,ACTIVE
LOG027504,D020,DEL04584,2025-12-02 21:04:58,80.51,0.556,cloudy,COMPLETED
LOG027505,D099,DEL04585,2025-12-16 22:36:43,80.3,0.625,heavy_rain,ACTIVE
LOG027506,D099,DEL04585,2025-12-16 22:44:41,77.48,0.852,heavy_rain,ACTIVE
LOG027507,D099,DEL04585,2025-12-16 22:52:39,74.67,0.579,heavy_rain,ACTIVE
LOG027508,D099,DEL04585,2025-12-16 23:00:37,71.85,0.594,heavy_rain,ACTIVE
LOG027509,D099,DEL04585,2025-12-16 23:08:36,69.03,0.805,heavy_rain,ACTIVE
LOG027510,D099,DEL04585,2025-12-16 23:16:34,66.21,0.725,heavy_rain,COMPLETED
LOG027511,D021,DEL04586,2026-01-27 11:22:49,80.24,0.874,cloudy,ACTIVE
LOG027512,D021,DEL04586,2026-01-27 11:28:21,75.3,0.968,cloudy,ACTIVE
LOG027513,D021,DEL04586,2026-01-27 11:33:53,70.37,0.88,cloudy,ACTIVE
LOG027514,D021,DEL04586,2026-01-27 11:39:25,65.44,0.936,windy,ACTIVE
LOG027515,D021,DEL04586,2026-01-27 11:44:57,60.5,0.976,cloudy,ACTIVE
LOG027516,D021,DEL04586,2026-01-27 11:50:29,55.57,0.601,cloudy,COMPLETED
LOG027517,D067,DEL04587,2025-12-31 23:57:08,,0.971,cloudy,ACTIVE
LOG027518,D067,DEL04587,2025-12-31 23:59:32,89.52,0.831,cloudy,ACTIVE
LOG027519,D067,DEL04587,2026-01-01 00:01:57,88.72,0.822,cloudy,ACTIVE
LOG027520,D067,DEL04587,2026-01-01 00:04:21,87.91,0.864,cloudy,ACTIVE
LOG027521,D067,DEL04587,2026-01-01 00:06:46,87.1,0.76,cloudy,ACTIVE
LOG027522,D067,DEL04587,2026-01-01 00:09:10,86.3,,cloudy,COMPLETED
LOG027523,D054,DEL04588,2026-03-01 09:55:16,97.28,0.965,cloudy,ACTIVE
LOG027524,D054,DEL04588,2026-03-01 10:01:10,94.62,0.637,cloudy,ACTIVE
LOG027525,D054,DEL04588,2026-03-01 10:07:05,91.95,0.918,cloudy,ACTIVE
LOG027526,D054,DEL04588,2026-03-01 10:12:59,89.29,0.757,cloudy,ACTIVE
LOG027527,D054,DEL04588,2026-03-01 10:18:54,86.62,,cloudy,ACTIVE
LOG027528,D054,DEL04588,2026-03-01 10:24:49,83.95,0.735,cloudy,COMPLETED
LOG027529,D034,DEL04589,2025-12-31 15:35:38,85.27,0.71,cloudy,ACTIVE
LOG027530,D034,DEL04589,2025-12-31 15:36:43,84.59,0.726,cloudy,ACTIVE
LOG027531,D034,DEL04589,2025-12-31 15:37:49,83.91,0.716,cloudy,ACTIVE
LOG027532,D034,DEL04589,2025-12-31 15:38:55,83.23,0.587,cloudy,ACTIVE
LOG027533,D034,DEL04589,2025-12-31 15:40:01,82.55,0.705,cloudy,ACTIVE
LOG027534,D034,DEL04589,2025-12-31 15:41:07,81.87,0.558,cloudy,COMPLETED
LOG027535,D019,DEL04590,2025-11-29 11:08:46,93.76,0.799,cloudy,ACTIVE
LOG027536,D019,DEL04590,2025-11-29 11:11:24,92.31,0.885,cloudy,ACTIVE
LOG027537,D019,DEL04590,2025-11-29 11:14:02,90.87,0.672,cloudy,ACTIVE
LOG027538,D019,DEL04590,2025-11-29 11:16:40,89.43,0.949,cloudy,ACTIVE
LOG027539,D019,DEL04590,2025-11-29 11:19:18,87.98,0.84,cloudy,ACTIVE
LOG027540,D019,DEL04590,2025-11-29 11:21:56,86.54,,cloudy,COMPLETED
LOG027541,D046,DEL04591,2026-03-11 00:29:52,89.89,0.766,windy,ACTIVE
LOG027542,D046,DEL04591,2026-03-11 00:31:27,89.43,0.844,windy,ACTIVE
LOG027543,D046,DEL04591,2026-03-11 00:33:02,88.97,0.622,windy,ACTIVE
LOG027544,D046,DEL04591,2026-03-11 00:34:37,88.5,0.631,windy,ACTIVE
LOG027545,D046,DEL04591,2026-03-11 00:36:13,88.04,0.568,windy,ACTIVE
LOG027546,D046,DEL04591,2026-03-11 00:37:48,87.58,0.835,windy,COMPLETED
LOG027547,D040,DEL04592,2025-12-22 14:01:54,75.73,0.83,clear,ACTIVE
LOG027548,D040,DEL04592,2025-12-22 14:05:03,73.41,0.699,clear,ACTIVE
LOG027549,D040,DEL04592,2025-12-22 14:08:12,71.08,0.711,windy,ACTIVE
LOG027550,D040,DEL04592,2025-12-22 14:11:22,68.76,0.58,windy,ACTIVE
LOG027551,D040,DEL04592,2025-12-22 14:14:31,,0.932,clear,ACTIVE
LOG027552,D040,DEL04592,2025-12-22 14:17:41,64.12,0.583,clear,COMPLETED
LOG027553,D098,DEL04593,2025-12-20 23:56:13,78.15,0.891,heavy_rain,ACTIVE
LOG027554,D098,DEL04593,2025-12-20 23:59:05,76.38,0.981,,ACTIVE
LOG027555,D098,DEL04593,2025-12-21 00:01:57,74.62,0.687,heavy_rain,ACTIVE
LOG027556,D098,DEL04593,2025-12-21 00:04:50,72.85,0.892,heavy_rain,ACTIVE
LOG027557,D098,DEL04593,2025-12-21 00:07:42,71.09,0.9,heavy_rain,ACTIVE
LOG027558,D098,DEL04593,2025-12-21 00:10:35,69.32,0.676,heavy_rain,COMPLETED
LOG027559,D052,DEL04594,2025-10-11 17:45:04,98.37,0.885,clear,ACTIVE
LOG027560,D052,DEL04594,2025-10-11 17:50:22,94.63,0.648,clear,ACTIVE
LOG027561,D052,DEL04594,2025-10-11 17:55:41,90.88,0.713,clear,ACTIVE
LOG027562,D052,DEL04594,2025-10-11 18:01:00,87.14,0.576,clear,ACTIVE
LOG027563,D052,DEL04594,2025-10-11 18:06:19,83.39,0.908,clear,ACTIVE
LOG027564,D052,DEL04594,2025-10-11 18:11:38,79.65,0.872,clear,COMPLETED
LOG027565,D083,DEL04595,2026-03-06 09:17:59,97.14,0.716,heavy_rain,ACTIVE
LOG027566,D083,DEL04595,2026-03-06 09:29:48,,0.601,heavy_rain,ACTIVE
LOG027567,D083,DEL04595,2026-03-06 09:41:37,87.1,0.915,heavy_rain,ACTIVE
LOG027568,D083,DEL04595,2026-03-06 09:53:27,82.09,0.567,heavy_rain,ACTIVE
LOG027569,D083,DEL04595,2026-03-06 10:05:16,77.07,0.593,heavy_rain,ACTIVE
LOG027570,D083,DEL04595,2026-03-06 10:17:06,72.05,0.593,heavy_rain,COMPLETED
LOG027571,D099,DEL04596,2025-11-23 05:53:55,80.65,0.767,windy,ACTIVE
LOG027572,D099,DEL04596,2025-11-23 05:56:37,78.46,0.584,windy,ACTIVE
LOG027573,D099,DEL04596,2025-11-23 05:59:19,76.28,0.796,cloudy,ACTIVE
LOG027574,D099,DEL04596,2025-11-23 06:02:02,74.1,0.586,windy,ACTIVE
LOG027575,D099,DEL04596,2025-11-23 06:04:44,71.91,0.893,windy,ACTIVE
LOG027576,D099,DEL04596,2025-11-23 06:07:26,69.73,0.757,windy,COMPLETED
LOG027577,D091,DEL04597,2025-11-09 06:22:52,83.65,0.844,clear,ACTIVE
LOG027578,D091,DEL04597,2025-11-09 06:30:25,78.88,0.749,clear,ACTIVE
LOG027579,D091,DEL04597,2025-11-09 06:37:59,74.11,0.551,clear,ACTIVE
LOG027580,D091,DEL04597,2025-11-09 06:45:32,69.34,0.602,clear,ACTIVE
LOG027581,D091,DEL04597,2025-11-09 06:53:06,64.57,0.962,clear,ACTIVE
LOG027582,D091,DEL04597,2025-11-09 07:00:40,59.8,0.99,clear,COMPLETED
LOG027583,D092,DEL04598,2025-11-19 16:43:01,91.74,0.638,clear,ACTIVE
LOG027584,D092,DEL04598,2025-11-19 16:47:05,90.34,0.836,clear,ACTIVE
LOG027585,D092,DEL04598,2025-11-19 16:51:10,88.94,0.605,clear,ACTIVE
LOG027586,D092,DEL04598,2025-11-19 16:55:14,87.55,0.769,clear,ACTIVE
LOG027587,D092,DEL04598,2025-11-19 16:59:19,86.15,0.866,clear,ACTIVE
LOG027588,D092,DEL04598,2025-11-19 17:03:23,84.75,0.942,clear,COMPLETED
LOG027589,D048,DEL04599,2025-10-05 14:21:07,97.87,0.571,clear,ACTIVE
LOG027590,D048,DEL04599,2025-10-05 14:24:01,96.72,0.633,clear,ACTIVE
LOG027591,D048,DEL04599,2025-10-05 14:26:56,,0.928,clear,ACTIVE
LOG027592,D048,DEL04599,2025-10-05 14:29:51,94.41,0.563,windy,ACTIVE
LOG027593,D048,DEL04599,2025-10-05 14:32:46,93.25,0.818,cloudy,ACTIVE
LOG027594,D048,DEL04599,2025-10-05 14:35:41,92.1,0.643,clear,COMPLETED
LOG027595,D049,DEL04600,2025-12-03 05:48:09,99.41,0.845,windy,ACTIVE
LOG027596,D049,DEL04600,2025-12-03 05:53:34,95.86,0.583,windy,ACTIVE
LOG027597,D049,DEL04600,2025-12-03 05:58:59,92.3,0.697,heavy_rain,ACTIVE
LOG027598,D049,DEL04600,2025-12-03 06:04:24,88.75,0.921,windy,ACTIVE
LOG027599,D049,DEL04600,2025-12-03 06:09:50,85.2,0.785,windy,ACTIVE
LOG027600,D049,DEL04600,2025-12-03 06:15:15,81.64,0.625,windy,COMPLETED
LOG027601,D095,DEL04601,2025-11-08 17:30:51,89.77,0.608,cloudy,ACTIVE
LOG027602,D095,DEL04601,2025-11-08 17:38:03,86.24,0.785,cloudy,ACTIVE
LOG027603,D095,DEL04601,2025-11-08 17:45:15,82.71,0.956,cloudy,ACTIVE
LOG027604,D095,DEL04601,2025-11-08 17:52:28,79.18,0.879,cloudy,ACTIVE
LOG027605,D095,DEL04601,2025-11-08 17:59:40,75.64,0.589,cloudy,ACTIVE
LOG027606,D095,DEL04601,2025-11-08 18:06:53,72.11,0.939,cloudy,COMPLETED
LOG027607,D065,DEL04602,2025-12-25 11:01:45,97.49,,clear,ACTIVE
LOG027608,D065,DEL04602,2025-12-25 11:03:38,96.98,0.795,clear,ACTIVE
LOG027609,D065,DEL04602,2025-12-25 11:05:31,96.48,0.621,clear,ACTIVE
LOG027610,D065,DEL04602,2025-12-25 11:07:24,95.98,0.842,clear,ACTIVE
LOG027611,D065,DEL04602,2025-12-25 11:09:17,95.47,0.653,clear,ACTIVE
LOG027612,D065,DEL04602,2025-12-25 11:11:11,94.97,0.811,heavy_rain,COMPLETED
LOG027613,D010,DEL04603,2025-11-17 05:06:15,90.51,0.91,clear,ACTIVE
LOG027614,D010,DEL04603,2025-11-17 05:08:48,89.11,0.591,clear,ACTIVE
LOG027615,D010,DEL04603,2025-11-17 05:11:21,87.72,0.962,clear,ACTIVE
LOG027616,D010,DEL04603,2025-11-17 05:13:54,86.32,0.645,clear,ACTIVE
LOG027617,D010,DEL04603,2025-11-17 05:16:27,84.92,0.634,clear,ACTIVE
LOG027618,D010,DEL04603,2025-11-17 05:19:00,83.52,0.595,clear,COMPLETED
LOG027619,D093,DEL04604,2026-01-02 03:29:00,97.68,0.898,windy,ACTIVE
LOG027620,D093,DEL04604,2026-01-02 03:46:53,90.27,0.608,windy,ACTIVE
LOG027621,D093,DEL04604,2026-01-02 04:04:46,,0.706,windy,ACTIVE
LOG027622,D093,DEL04604,2026-01-02 04:22:39,75.46,0.912,clear,ACTIVE
LOG027623,D093,DEL04604,2026-01-02 04:40:32,68.05,0.886,windy,ACTIVE
LOG027624,D093,DEL04604,2026-01-02 04:58:26,,0.93,windy,COMPLETED
LOG027625,D006,DEL04605,2026-03-01 16:47:09,92.84,0.909,clear,ACTIVE
LOG027626,D006,DEL04605,2026-03-01 16:48:40,91.5,0.921,clear,ACTIVE
LOG027627,D006,DEL04605,2026-03-01 16:50:11,90.15,0.834,clear,ACTIVE
LOG027628,D006,DEL04605,2026-03-01 16:51:42,88.81,0.597,clear,ACTIVE
LOG027629,D006,DEL04605,2026-03-01 16:53:13,87.46,0.663,clear,ACTIVE
LOG027630,D006,DEL04605,2026-03-01 16:54:45,86.12,0.801,clear,COMPLETED
LOG027631,D091,DEL04606,2026-01-03 13:46:37,95.27,0.886,cloudy,ACTIVE
LOG027632,D091,DEL04606,2026-01-03 13:52:11,88.59,0.82,cloudy,ACTIVE
LOG027633,D091,DEL04606,2026-01-03 13:57:46,81.91,0.821,cloudy,ACTIVE
LOG027634,D091,DEL04606,2026-01-03 14:03:21,75.22,0.717,heavy_rain,ACTIVE
LOG027635,D091,DEL04606,2026-01-03 14:08:56,68.54,0.147,cloudy,ACTIVE
LOG027636,D091,DEL04606,2026-01-03 14:14:30,61.86,0.259,cloudy,FAILED
LOG027637,D078,DEL04607,2026-01-22 19:29:27,78.99,0.928,windy,ACTIVE
LOG027638,D078,DEL04607,2026-01-22 19:33:55,77.33,0.944,windy,ACTIVE
LOG027639,D078,DEL04607,2026-01-22 19:38:23,75.66,0.919,windy,ACTIVE
LOG027640,D078,DEL04607,2026-01-22 19:42:51,74.0,0.879,windy,ACTIVE
LOG027641,D078,DEL04607,2026-01-22 19:47:20,72.34,0.764,windy,ACTIVE
LOG027642,D078,DEL04607,2026-01-22 19:51:48,70.67,0.828,windy,COMPLETED
LOG027643,D013,DEL04608,2025-10-11 21:30:46,83.24,0.925,windy,ACTIVE
LOG027644,D013,DEL04608,2025-10-11 21:35:06,80.73,0.866,windy,ACTIVE
LOG027645,D013,DEL04608,2025-10-11 21:39:26,78.22,0.925,windy,ACTIVE
LOG027646,D013,DEL04608,2025-10-11 21:43:46,75.7,0.842,clear,ACTIVE
LOG027647,D013,DEL04608,2025-10-11 21:48:06,73.19,0.826,windy,ACTIVE
LOG027648,D013,DEL04608,2025-10-11 21:52:26,70.67,0.584,windy,COMPLETED
LOG027649,D069,DEL04609,2025-12-11 17:45:22,75.42,0.786,cloudy,ACTIVE
LOG027650,D069,DEL04609,2025-12-11 17:49:25,72.55,0.742,cloudy,ACTIVE
LOG027651,D069,DEL04609,2025-12-11 17:53:29,69.67,0.709,cloudy,ACTIVE
LOG027652,D069,DEL04609,2025-12-11 17:57:33,66.8,0.983,cloudy,ACTIVE
LOG027653,D069,DEL04609,2025-12-11 18:01:36,63.92,0.721,cloudy,ACTIVE
LOG027654,D069,DEL04609,2025-12-11 18:05:40,61.05,0.631,cloudy,COMPLETED
LOG027655,D037,DEL04610,2025-10-22 13:26:27,82.46,0.769,cloudy,ACTIVE
LOG027656,D037,DEL04610,2025-10-22 13:36:00,75.57,0.834,cloudy,ACTIVE
LOG027657,D037,DEL04610,2025-10-22 13:45:34,68.67,0.719,cloudy,ACTIVE
LOG027658,D037,DEL04610,2025-10-22 13:55:08,61.78,0.565,cloudy,ACTIVE
LOG027659,D037,DEL04610,2025-10-22 14:04:42,54.89,0.722,cloudy,ACTIVE
LOG027660,D037,DEL04610,2025-10-22 14:14:16,47.99,0.609,,COMPLETED
LOG027661,D096,DEL04611,2025-10-15 08:48:45,92.75,0.641,clear,ACTIVE
LOG027662,D096,DEL04611,2025-10-15 08:54:11,89.68,0.945,clear,ACTIVE
LOG027663,D096,DEL04611,2025-10-15 08:59:37,86.62,0.862,clear,ACTIVE
LOG027664,D096,DEL04611,2025-10-15 09:05:04,83.55,0.778,clear,ACTIVE
LOG027665,D096,DEL04611,2025-10-15 09:10:30,,0.999,clear,ACTIVE
LOG027666,D096,DEL04611,2025-10-15 09:15:57,77.42,0.745,clear,COMPLETED
LOG027667,D094,DEL04612,2025-12-20 08:20:32,99.85,0.642,cloudy,ACTIVE
LOG027668,D094,DEL04612,2025-12-20 08:33:15,95.69,0.688,cloudy,ACTIVE
LOG027669,D094,DEL04612,2025-12-20 08:45:58,91.52,0.716,cloudy,ACTIVE
LOG027670,D094,DEL04612,2025-12-20 08:58:41,87.35,0.984,cloudy,ACTIVE
LOG027671,D094,DEL04612,2025-12-20 09:11:24,83.19,0.737,windy,ACTIVE
LOG027672,D094,DEL04612,2025-12-20 09:24:07,79.02,0.748,cloudy,COMPLETED
LOG027673,D020,DEL04613,2026-01-23 12:42:21,85.75,0.681,heavy_rain,ACTIVE
LOG027674,D020,DEL04613,2026-01-23 12:46:51,82.33,0.952,heavy_rain,ACTIVE
LOG027675,D020,DEL04613,2026-01-23 12:51:22,78.91,0.816,,ACTIVE
LOG027676,D020,DEL04613,2026-01-23 12:55:53,75.5,0.587,heavy_rain,ACTIVE
LOG027677,D020,DEL04613,2026-01-23 13:00:24,72.08,0.927,heavy_rain,ACTIVE
LOG027678,D020,DEL04613,2026-01-23 13:04:55,68.66,0.996,heavy_rain,COMPLETED
LOG027679,D026,DEL04614,2026-01-18 02:20:50,81.61,0.836,cloudy,ACTIVE
LOG027680,D026,DEL04614,2026-01-18 02:30:04,76.53,0.894,cloudy,ACTIVE
LOG027681,D026,DEL04614,2026-01-18 02:39:19,71.45,0.912,cloudy,ACTIVE
LOG027682,D026,DEL04614,2026-01-18 02:48:33,,0.774,cloudy,ACTIVE
LOG027683,D026,DEL04614,2026-01-18 02:57:48,61.29,0.787,cloudy,ACTIVE
LOG027684,D026,DEL04614,2026-01-18 03:07:03,56.22,0.65,cloudy,COMPLETED
LOG027685,D032,DEL04615,2025-12-03 15:51:17,85.89,0.646,clear,ACTIVE
LOG027686,D032,DEL04615,2025-12-03 15:52:56,84.91,0.789,clear,ACTIVE
LOG027687,D032,DEL04615,2025-12-03 15:54:36,83.93,0.832,clear,ACTIVE
LOG027688,D032,DEL04615,2025-12-03 15:56:16,82.95,0.632,clear,ACTIVE
LOG027689,D032,DEL04615,2025-12-03 15:57:56,81.97,0.697,clear,ACTIVE
LOG027690,D032,DEL04615,2025-12-03 15:59:35,80.99,0.969,clear,COMPLETED
LOG027691,D098,DEL04616,2026-02-06 07:02:32,93.93,0.798,heavy_rain,ACTIVE
LOG027692,D098,DEL04616,2026-02-06 07:05:45,91.91,0.789,heavy_rain,ACTIVE
LOG027693,D098,DEL04616,2026-02-06 07:08:58,89.89,0.628,heavy_rain,ACTIVE
LOG027694,D098,DEL04616,2026-02-06 07:12:11,87.87,0.82,heavy_rain,ACTIVE
LOG027695,D098,DEL04616,2026-02-06 07:15:24,11.17,0.875,heavy_rain,ACTIVE
LOG027696,D098,DEL04616,2026-02-06 07:18:37,17.95,0.554,heavy_rain,FAILED
LOG027697,D068,DEL04617,2026-03-08 16:56:26,79.17,0.901,storm,ACTIVE
LOG027698,D068,DEL04617,2026-03-08 17:13:21,74.24,0.818,storm,ACTIVE
LOG027699,D068,DEL04617,2026-03-08 17:30:16,69.32,0.849,storm,ACTIVE
LOG027700,D068,DEL04617,2026-03-08 17:47:11,64.39,0.744,storm,ACTIVE
LOG027701,D068,DEL04617,2026-03-08 18:04:07,59.46,0.839,storm,ACTIVE
LOG027702,D068,DEL04617,2026-03-08 18:21:02,54.53,0.699,storm,COMPLETED
LOG027703,D003,DEL04618,2025-10-28 06:37:34,85.22,0.594,clear,ACTIVE
LOG027704,D003,DEL04618,2025-10-28 06:54:23,75.3,0.653,cloudy,ACTIVE
LOG027705,D003,DEL04618,2025-10-28 07:11:13,65.38,0.865,clear,ACTIVE
LOG027706,D003,DEL04618,2025-10-28 07:28:03,55.46,0.824,clear,ACTIVE
LOG027707,D003,DEL04618,2025-10-28 07:44:53,45.54,0.583,clear,ACTIVE
LOG027708,D003,DEL04618,2025-10-28 08:01:43,35.62,0.675,clear,COMPLETED
LOG027709,D090,DEL04619,2026-02-16 03:22:36,91.79,0.762,clear,ACTIVE
LOG027710,D090,DEL04619,2026-02-16 03:25:06,86.99,0.887,clear,ACTIVE
LOG027711,D090,DEL04619,2026-02-16 03:27:37,82.19,0.902,clear,ACTIVE
LOG027712,D090,DEL04619,2026-02-16 03:30:08,77.39,0.896,clear,ACTIVE
LOG027713,D090,DEL04619,2026-02-16 03:32:39,72.58,0.256,clear,ACTIVE
LOG027714,D090,DEL04619,2026-02-16 03:35:10,67.78,0.066,clear,FAILED
LOG027715,D047,DEL04620,2026-03-25 18:05:16,95.34,0.963,clear,ACTIVE
LOG027716,D047,DEL04620,2026-03-25 18:13:06,91.57,0.964,clear,ACTIVE
LOG027717,D047,DEL04620,2026-03-25 18:20:57,87.8,0.894,clear,ACTIVE
LOG027718,D047,DEL04620,2026-03-25 18:28:48,84.03,0.561,clear,ACTIVE
LOG027719,D047,DEL04620,2026-03-25 18:36:39,80.25,0.765,cloudy,ACTIVE
LOG027720,D047,DEL04620,2026-03-25 18:44:29,76.48,0.98,clear,COMPLETED
LOG027721,D028,DEL04621,2025-11-05 18:09:17,94.31,0.559,clear,ACTIVE
LOG027722,D028,DEL04621,2025-11-05 18:13:42,92.76,0.739,clear,ACTIVE
LOG027723,D028,DEL04621,2025-11-05 18:18:07,91.21,0.695,heavy_rain,ACTIVE
LOG027724,D028,DEL04621,2025-11-05 18:22:32,89.67,0.967,clear,ACTIVE
LOG027725,D028,DEL04621,2025-11-05 18:26:57,88.12,0.969,clear,ACTIVE
LOG027726,D028,DEL04621,2025-11-05 18:31:22,86.57,0.891,,COMPLETED
LOG027727,D030,DEL04622,2025-12-29 11:30:03,87.11,0.766,windy,ACTIVE
LOG027728,D030,DEL04622,2025-12-29 11:37:33,84.12,0.555,windy,ACTIVE
LOG027729,D030,DEL04622,2025-12-29 11:45:03,81.14,0.631,windy,ACTIVE
LOG027730,D030,DEL04622,2025-12-29 11:52:33,78.16,0.875,windy,ACTIVE
LOG027731,D030,DEL04622,2025-12-29 12:00:03,75.18,0.657,windy,ACTIVE
LOG027732,D030,DEL04622,2025-12-29 12:07:33,72.19,0.764,windy,COMPLETED
LOG027733,D026,DEL04623,2026-02-09 14:09:55,76.53,0.593,storm,ACTIVE
LOG027734,D026,DEL04623,2026-02-09 14:27:03,71.91,0.875,heavy_rain,ACTIVE
LOG027735,D026,DEL04623,2026-02-09 14:44:11,67.29,0.658,storm,ACTIVE
LOG027736,D026,DEL04623,2026-02-09 15:01:19,62.67,0.603,storm,ACTIVE
LOG027737,D026,DEL04623,2026-02-09 15:18:27,58.05,0.747,storm,ACTIVE
LOG027738,D026,DEL04623,2026-02-09 15:35:35,53.43,0.888,storm,COMPLETED
LOG027739,D078,DEL04624,2026-02-23 04:18:10,93.83,0.947,windy,ACTIVE
LOG027740,D078,DEL04624,2026-02-23 04:22:20,91.89,0.888,windy,ACTIVE
LOG027741,D078,DEL04624,2026-02-23 04:26:31,89.94,0.768,windy,ACTIVE
LOG027742,D078,DEL04624,2026-02-23 04:30:41,88.0,0.644,windy,ACTIVE
LOG027743,D078,DEL04624,2026-02-23 04:34:52,86.05,0.559,windy,ACTIVE
LOG027744,D078,DEL04624,2026-02-23 04:39:03,,0.727,windy,COMPLETED
LOG027745,D016,DEL04625,2026-02-02 17:03:23,86.22,0.759,cloudy,ACTIVE
LOG027746,D016,DEL04625,2026-02-02 17:05:28,84.5,0.855,cloudy,ACTIVE
LOG027747,D016,DEL04625,2026-02-02 17:07:34,82.78,0.973,clear,ACTIVE
LOG027748,D016,DEL04625,2026-02-02 17:09:39,81.06,0.818,cloudy,ACTIVE
LOG027749,D016,DEL04625,2026-02-02 17:11:45,79.34,0.752,cloudy,ACTIVE
LOG027750,D016,DEL04625,2026-02-02 17:13:51,77.62,0.891,cloudy,COMPLETED
